id,url,verdict,reason,score,created_at
1,http://ww.google.com/intl/en/privacy,phishing,ml,0.8679742506551823,2025-09-05 06:49:01
2,https://github.com/,safe,ml,0.12157030100212216,2025-09-08 12:28:19
3,https://www.google.com,safe,ml,0.11390790083311862,2025-09-08 12:29:19
4,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:29:47
5,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:29:51
6,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:29:54
7,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:29:55
8,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:29:56
9,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:29:56
10,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:29:57
11,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:29:57
12,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:29:57
13,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:30:10
14,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:30:11
15,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:30:11
16,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:30:11
17,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:30:11
18,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:30:12
19,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:30:12
20,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:30:12
21,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:30:12
22,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 12:30:19
23,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 13:57:01
24,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 13:57:01
25,https://www.google.com,safe,ml,0.11390790083311862,2025-09-08 13:57:11
26,https://www.google.comm,safe,ml,0.09900440491338536,2025-09-08 13:57:18
27,https://www.google.comm,safe,ml,0.09900440491338536,2025-09-08 13:57:19
28,https://www.google.comm,safe,ml,0.09900440491338536,2025-09-08 13:57:20
29,http://paypal-login.verify-account-security.com,phishing,ml,0.9935208356126113,2025-09-08 13:59:12
30,https://ww.google.com,safe,ml,0.10756909301875087,2025-09-08 14:28:56
31,https://www.google.com,safe,ml,0.11390790083311862,2025-09-08 14:56:52
32,https://www.google.com,safe,ml,0.11390790083311862,2025-09-08 14:56:52
33,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:11
34,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:13
35,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:13
36,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:13
37,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:13
38,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:13
39,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:14
40,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:14
41,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:14
42,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:14
43,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:14
44,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:14
45,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:15
46,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:15
47,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:15
48,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:15
49,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:15
50,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:57:15
51,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:00
52,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:01
53,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:02
54,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:02
55,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:03
56,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:03
57,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:03
58,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:03
59,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:03
60,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:03
61,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:04
62,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:04
63,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:05
64,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:05
65,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:05
66,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:05
67,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:06
68,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:06
69,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:06
70,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:06
71,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:06
72,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:07
73,htps://www.google.com,safe,ml,0.29581054127578993,2025-09-08 14:58:07
